model_name,organization,atlas_openness_status,jgb_level,jgb_class,access,model_control,data_control,autonomy,trust,evidence_status,confidence,reason,source
Gemma-4-31B-IT,Google,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Nemotron-3-Nano-30B-A3B,NVIDIA,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Nemotron-3-Nano-Omni-30B-A3B-Reasoning,NVIDIA,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Nemotron-3-Super-120B-A12B,NVIDIA,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Nemotron-Labs-3-Puzzle-75B-A9B,NVIDIA,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
DeepSeek-V4-Flash,DeepSeek,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
DeepSeek-V4-Pro,DeepSeek,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
DeepSeek-V3.2,DeepSeek,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Kimi-K2.5,Moonshot AI,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Kimi-K2.6,Moonshot AI,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Kimi-K2.7-Code,Moonshot AI,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
GLM-5,GLM / Z.ai,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
GLM-5.1,GLM / Z.ai,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
GLM-5.2,GLM / Z.ai,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
MiniMax-M2.7,MiniMax,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
MiniMax-M3,MiniMax,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
MiMo-V2.5-Pro,Xiaomi,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Mistral Large 3,Mistral,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Mistral Small 3.1,Mistral,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Devstral Small 2,Mistral,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Llama 3.3 70B,Meta,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Llama 4 Scout 17B-16E,Meta,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
Falcon H1R 7B,TII,Open weights,unknown,unknown,unknown,unknown,unknown,unknown,unknown,needs verification,low,Atlas says Open weights but JGB requires evidence of conditions and rights; do not infer level 3,models_atlas_2026_base.csv
