source_file,source_id,model_id,model_name,organization,release_date,source_url,repository_url,repository_host,license,weights_url,code_url,runtime,format,quantization,hardware_id,workload,jgb_level,jgb_confidence,quality_score,tokens_per_second,estimated_memory_gb,context_tokens,evidence_status,notes
classified_discoveries.ndjson,https://github.com/ishpatel/llm-bench-lab,ishpatel/llm-bench-lab,ishpatel/llm-bench-lab,,,https://github.com/ishpatel/llm-bench-lab,https://github.com/ishpatel/llm-bench-lab,github.com,MIT,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/vllm-project/semantic-router,vllm-project/semantic-router,vllm-project/semantic-router,,,https://github.com/vllm-project/semantic-router,https://github.com/vllm-project/semantic-router,github.com,Apache-2.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/lablup/mlxcel,lablup/mlxcel,lablup/mlxcel,,,https://github.com/lablup/mlxcel,https://github.com/lablup/mlxcel,github.com,Apache-2.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/priceisaacuwjh3036/ai-server-rust-llm-api,priceisaacuwjh3036/ai-server-rust-llm-api,priceisaacuwjh3036/ai-server-rust-llm-api,,,https://github.com/priceisaacuwjh3036/ai-server-rust-llm-api,https://github.com/priceisaacuwjh3036/ai-server-rust-llm-api,github.com,GPL-3.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/benlmadan9-star/eco-mesh-sdk,benlmadan9-star/eco-mesh-sdk,benlmadan9-star/eco-mesh-sdk,,,https://github.com/benlmadan9-star/eco-mesh-sdk,https://github.com/benlmadan9-star/eco-mesh-sdk,github.com,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/Bahaa-Labs/Llama_Pure_Compute,Bahaa-Labs/Llama_Pure_Compute,Bahaa-Labs/Llama_Pure_Compute,,,https://github.com/Bahaa-Labs/Llama_Pure_Compute,https://github.com/Bahaa-Labs/Llama_Pure_Compute,github.com,MIT,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/Scottcjn/ram-coffers,Scottcjn/ram-coffers,Scottcjn/ram-coffers,,,https://github.com/Scottcjn/ram-coffers,https://github.com/Scottcjn/ram-coffers,github.com,AGPL-3.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/Daaboulex/lmstudio-nix,Daaboulex/lmstudio-nix,Daaboulex/lmstudio-nix,,,https://github.com/Daaboulex/lmstudio-nix,https://github.com/Daaboulex/lmstudio-nix,github.com,NOASSERTION,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/prabodh1194/learn-inference,prabodh1194/learn-inference,prabodh1194/learn-inference,,,https://github.com/prabodh1194/learn-inference,https://github.com/prabodh1194/learn-inference,github.com,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/NVIDIA/TensorRT-LLM,NVIDIA/TensorRT-LLM,NVIDIA/TensorRT-LLM,,,https://github.com/NVIDIA/TensorRT-LLM,https://github.com/NVIDIA/TensorRT-LLM,github.com,NOASSERTION,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/llm-d/llm-d,llm-d/llm-d,llm-d/llm-d,,,https://github.com/llm-d/llm-d,https://github.com/llm-d/llm-d,github.com,Apache-2.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/gittensor-ai-lab/sparkinfer,gittensor-ai-lab/sparkinfer,gittensor-ai-lab/sparkinfer,,,https://github.com/gittensor-ai-lab/sparkinfer,https://github.com/gittensor-ai-lab/sparkinfer,github.com,MIT,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/tryAGI/HuggingFace,tryAGI/HuggingFace,tryAGI/HuggingFace,,,https://github.com/tryAGI/HuggingFace,https://github.com/tryAGI/HuggingFace,github.com,MIT,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/NVIDIA/Model-Optimizer,NVIDIA/Model-Optimizer,NVIDIA/Model-Optimizer,,,https://github.com/NVIDIA/Model-Optimizer,https://github.com/NVIDIA/Model-Optimizer,github.com,Apache-2.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/wisent-ai/brama,wisent-ai/brama,wisent-ai/brama,,,https://github.com/wisent-ai/brama,https://github.com/wisent-ai/brama,github.com,Apache-2.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/okuvshynov/llama-sandbox,okuvshynov/llama-sandbox,okuvshynov/llama-sandbox,,,https://github.com/okuvshynov/llama-sandbox,https://github.com/okuvshynov/llama-sandbox,github.com,MIT,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/rafaeljung71/ash4d-local-ai-agent-hub,rafaeljung71/ash4d-local-ai-agent-hub,rafaeljung71/ash4d-local-ai-agent-hub,,,https://github.com/rafaeljung71/ash4d-local-ai-agent-hub,https://github.com/rafaeljung71/ash4d-local-ai-agent-hub,github.com,GPL-3.0,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://github.com/nirholas/three.ws,nirholas/three.ws,nirholas/three.ws,,,https://github.com/nirholas/three.ws,https://github.com/nirholas/three.ws,github.com,NOASSERTION,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/LLMTestSaurav/NPL-MWI-With-KHM-TCD-CMR-ETH-JOR-NER-PAK-TUR-ZMB,LLMTestSaurav/NPL-MWI-With-KHM-TCD-CMR-ETH-JOR-NER-PAK-TUR-ZMB,LLMTestSaurav/NPL-MWI-With-KHM-TCD-CMR-ETH-JOR-NER-PAK-TUR-ZMB,,,https://huggingface.co/LLMTestSaurav/NPL-MWI-With-KHM-TCD-CMR-ETH-JOR-NER-PAK-TUR-ZMB,https://huggingface.co/LLMTestSaurav/NPL-MWI-With-KHM-TCD-CMR-ETH-JOR-NER-PAK-TUR-ZMB,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/Carota233/llm-style-terrain-ablation,Carota233/llm-style-terrain-ablation,Carota233/llm-style-terrain-ablation,,,https://huggingface.co/Carota233/llm-style-terrain-ablation,https://huggingface.co/Carota233/llm-style-terrain-ablation,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/Cisco1963/llmplasticity-nl_never_8-d0.5-c0.999-r0.25-s42,Cisco1963/llmplasticity-nl_never_8-d0.5-c0.999-r0.25-s42,Cisco1963/llmplasticity-nl_never_8-d0.5-c0.999-r0.25-s42,,,https://huggingface.co/Cisco1963/llmplasticity-nl_never_8-d0.5-c0.999-r0.25-s42,https://huggingface.co/Cisco1963/llmplasticity-nl_never_8-d0.5-c0.999-r0.25-s42,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/Cisco1963/llmplasticity-en_never_8-d0.5-c0.99-r0.25-s42,Cisco1963/llmplasticity-en_never_8-d0.5-c0.99-r0.25-s42,Cisco1963/llmplasticity-en_never_8-d0.5-c0.99-r0.25-s42,,,https://huggingface.co/Cisco1963/llmplasticity-en_never_8-d0.5-c0.99-r0.25-s42,https://huggingface.co/Cisco1963/llmplasticity-en_never_8-d0.5-c0.99-r0.25-s42,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/llm-jp/llm-jp-4-8b-thinking-gguf,llm-jp/llm-jp-4-8b-thinking-gguf,llm-jp/llm-jp-4-8b-thinking-gguf,,,https://huggingface.co/llm-jp/llm-jp-4-8b-thinking-gguf,https://huggingface.co/llm-jp/llm-jp-4-8b-thinking-gguf,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/llm-jp/llm-jp-4-32b-a3b-thinking-gguf,llm-jp/llm-jp-4-32b-a3b-thinking-gguf,llm-jp/llm-jp-4-32b-a3b-thinking-gguf,,,https://huggingface.co/llm-jp/llm-jp-4-32b-a3b-thinking-gguf,https://huggingface.co/llm-jp/llm-jp-4-32b-a3b-thinking-gguf,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/llm-jp/llm-jp-4-33b-thinking-gguf,llm-jp/llm-jp-4-33b-thinking-gguf,llm-jp/llm-jp-4-33b-thinking-gguf,,,https://huggingface.co/llm-jp/llm-jp-4-33b-thinking-gguf,https://huggingface.co/llm-jp/llm-jp-4-33b-thinking-gguf,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/xhd521/LLMCPNER,xhd521/LLMCPNER,xhd521/LLMCPNER,,,https://huggingface.co/xhd521/LLMCPNER,https://huggingface.co/xhd521/LLMCPNER,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/ouzoouz/edu-mobile-llm,ouzoouz/edu-mobile-llm,ouzoouz/edu-mobile-llm,,,https://huggingface.co/ouzoouz/edu-mobile-llm,https://huggingface.co/ouzoouz/edu-mobile-llm,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/izlley2/LLM0to1-10b-step20000-nanotron,izlley2/LLM0to1-10b-step20000-nanotron,izlley2/LLM0to1-10b-step20000-nanotron,,,https://huggingface.co/izlley2/LLM0to1-10b-step20000-nanotron,https://huggingface.co/izlley2/LLM0to1-10b-step20000-nanotron,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/izlley2/LLM0to1-10b-step83000,izlley2/LLM0to1-10b-step83000,izlley2/LLM0to1-10b-step83000,,,https://huggingface.co/izlley2/LLM0to1-10b-step83000,https://huggingface.co/izlley2/LLM0to1-10b-step83000,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/izlley2/LLM0to1-10b-step20000,izlley2/LLM0to1-10b-step20000,izlley2/LLM0to1-10b-step20000,,,https://huggingface.co/izlley2/LLM0to1-10b-step20000,https://huggingface.co/izlley2/LLM0to1-10b-step20000,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/izlley2/LLM0to1-10b-step83000-nanotron,izlley2/LLM0to1-10b-step83000-nanotron,izlley2/LLM0to1-10b-step83000-nanotron,,,https://huggingface.co/izlley2/LLM0to1-10b-step83000-nanotron,https://huggingface.co/izlley2/LLM0to1-10b-step83000-nanotron,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/pocharlies/gb10-dgx-spark-llm-optimizations,pocharlies/gb10-dgx-spark-llm-optimizations,pocharlies/gb10-dgx-spark-llm-optimizations,,,https://huggingface.co/pocharlies/gb10-dgx-spark-llm-optimizations,https://huggingface.co/pocharlies/gb10-dgx-spark-llm-optimizations,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/mradermacher/Marco-LLM-AR-V3-i1-GGUF,mradermacher/Marco-LLM-AR-V3-i1-GGUF,mradermacher/Marco-LLM-AR-V3-i1-GGUF,,,https://huggingface.co/mradermacher/Marco-LLM-AR-V3-i1-GGUF,https://huggingface.co/mradermacher/Marco-LLM-AR-V3-i1-GGUF,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/euclidstellar/tinystories-1bit-llm,euclidstellar/tinystories-1bit-llm,euclidstellar/tinystories-1bit-llm,,,https://huggingface.co/euclidstellar/tinystories-1bit-llm,https://huggingface.co/euclidstellar/tinystories-1bit-llm,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/llmfan46/Ornith-1.0-35B-uncensored-heretic,llmfan46/Ornith-1.0-35B-uncensored-heretic,llmfan46/Ornith-1.0-35B-uncensored-heretic,,,https://huggingface.co/llmfan46/Ornith-1.0-35B-uncensored-heretic,https://huggingface.co/llmfan46/Ornith-1.0-35B-uncensored-heretic,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/Cisco1963/llmplasticity-en_never_8-d0.1-c0.9-r0.25-s42,Cisco1963/llmplasticity-en_never_8-d0.1-c0.9-r0.25-s42,Cisco1963/llmplasticity-en_never_8-d0.1-c0.9-r0.25-s42,,,https://huggingface.co/Cisco1963/llmplasticity-en_never_8-d0.1-c0.9-r0.25-s42,https://huggingface.co/Cisco1963/llmplasticity-en_never_8-d0.1-c0.9-r0.25-s42,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/DariusTheGeek/waxal-sna-omniasr-llm-3b,DariusTheGeek/waxal-sna-omniasr-llm-3b,DariusTheGeek/waxal-sna-omniasr-llm-3b,,,https://huggingface.co/DariusTheGeek/waxal-sna-omniasr-llm-3b,https://huggingface.co/DariusTheGeek/waxal-sna-omniasr-llm-3b,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
classified_discoveries.ndjson,https://huggingface.co/DariusTheGeek/waxal-lin-omniasr-llm-3b,DariusTheGeek/waxal-lin-omniasr-llm-3b,DariusTheGeek/waxal-lin-omniasr-llm-3b,,,https://huggingface.co/DariusTheGeek/waxal-lin-omniasr-llm-3b,https://huggingface.co/DariusTheGeek/waxal-lin-omniasr-llm-3b,huggingface.co,,,,,,,,,,,,,,,discovered,canonical repository URL derived from forge + repository path
